part,severity,damage_area_ratio,yolo_confidence,severity_confidence,parts_cost,labor_cost,paint_cost,total_repair_cost
Door,minor,0.0605,0.8055,0.8065,0.0,2608.734407049111,3004.7132665805802,5613.45
Windshield,minor,0.0589,0.5636,0.5571,0.0,1872.1560411808557,0.0,1872.16
Trunk,severe,0.454,0.7116,0.5643,14283.325230202665,4470.094832756227,4215.859144073728,22969.28
Trunk,minor,0.01,0.938,0.739,0.0,2067.329150309666,1974.7505814585666,4042.08
Bumper,minor,0.0374,0.8655,0.6432,0.0,2159.9691929808246,1907.387262821013,4067.36
Headlight,minor,0.0909,0.7103,0.9377,0.0,746.140303394326,0.0,800.0
Headlight,minor,0.0721,0.8319,0.8794,0.0,1459.7180169782253,0.0,1459.72
Door,minor,0.0452,0.6375,0.8806,0.0,2680.4946864914855,2157.4852135689725,4837.98
Bumper,severe,0.6924,0.4911,0.8807,7375.241419544318,2856.491296014676,6330.939033560944,16562.67
Headlight,minor,0.033,0.6828,0.7541,0.0,1432.2241803166737,0.0,1432.22
Windshield,moderate,0.4095,0.8684,0.5721,9037.289742948502,2570.8371216605806,0.0,11608.13
Light,minor,0.0308,0.5679,0.7012,4360.818717695763,1132.1593072599007,0.0,5492.98
Hood,minor,0.0347,0.8495,0.9055,0.0,3109.6356175423643,2209.868288693784,5319.5
Door,moderate,0.1839,0.7322,0.4669,0.0,4028.90189279879,3122.8978125494477,7151.8
Bumper,moderate,0.2398,0.9543,0.8504,0.0,1785.8913620079625,4319.416647036499,6105.31
Light,moderate,0.3224,0.4553,0.8196,7542.5012615430915,1354.0326161592927,0.0,8896.53
Trunk,moderate,0.3564,0.7067,0.4078,11042.36760564335,3400.6036597384687,4043.3394640001993,18486.31
Light,minor,0.047,0.6564,0.7142,0.0,884.4912149077624,0.0,884.49
Hood,severe,0.6541,0.4871,0.823,15355.539988343913,4432.690156757372,5019.374966391855,24807.61
Trunk,minor,0.051,0.5654,0.7838,0.0,2851.943185926012,1997.81103055014,4849.75
Bumper,minor,0.0271,0.6356,0.7929,0.0,1844.6001671630559,2100.2523942846556,3944.85
Hood,minor,0.0575,0.8475,0.9268,0.0,2352.2174422730454,2263.5080583606405,4615.73
Headlight,moderate,0.3969,0.8278,0.624,0.0,1811.6636361494786,0.0,1811.66
Trunk,minor,0.0393,0.4908,0.8038,0.0,2248.3623709317976,2355.467740719476,4603.83
Hood,moderate,0.3066,0.7302,0.879,0.0,3589.2724459936353,3650.8082622987868,7240.08
Windshield,moderate,0.2439,0.8533,0.5089,9744.541098591662,2111.396940021567,0.0,11855.94
Hood,moderate,0.1859,0.9048,0.8546,14777.238893053,2803.260950051217,3138.2764313852317,20718.78
Bumper,severe,0.6683,0.7557,0.439,6339.101836598618,4764.689360145698,6747.337079077921,17851.13
Trunk,severe,0.6904,0.9001,0.6355,13227.244306745339,5493.022917932697,6408.464972036439,25128.73
Light,minor,0.0813,0.854,0.4226,0.0,661.5470572647254,0.0,800.0
Headlight,moderate,0.1,0.7568,0.7303,3751.6090755994765,1059.045829171357,0.0,4810.65
Headlight,severe,0.3709,0.7942,0.8666,6679.55217484445,1828.5841593839984,0.0,8508.14
Hood,severe,0.6982,0.7915,0.9651,13996.02558750657,5603.179049961818,4094.298570973361,23693.5
Light,minor,0.0502,0.6912,0.7873,0.0,1215.1812208379167,0.0,1215.18
Windshield,severe,0.6254,0.7887,0.9531,6430.309367476986,3607.2739878936377,0.0,10037.58
Windshield,minor,0.038,0.6381,0.4302,0.0,2316.7927101327814,0.0,2316.79
Trunk,minor,0.0549,0.8122,0.6178,0.0,2609.941244774471,2907.4982168519045,5517.44
Headlight,minor,0.0468,0.9659,0.6697,0.0,645.3001514658174,0.0,800.0
Headlight,moderate,0.2146,0.7425,0.8579,0.0,1343.9308566037078,0.0,1343.93
Headlight,minor,0.0241,0.5281,0.9644,0.0,693.1093542072481,0.0,800.0
Light,minor,0.0377,0.6375,0.5754,0.0,566.7532862659609,0.0,800.0
Hood,minor,0.0355,0.7068,0.5754,0.0,1840.114225629387,2179.6612879668232,4019.78
Hood,moderate,0.2424,0.6841,0.9709,0.0,2363.344610739444,2986.029766797155,5349.37
Fender,severe,0.4174,0.907,0.582,5168.70623901458,3737.335736970523,5566.424027717626,14472.47
Headlight,minor,0.0955,0.7466,0.7985,0.0,1191.8797450296618,0.0,1191.88
Hood,minor,0.0607,0.5541,0.9518,0.0,2424.620841920573,1964.440776988718,4389.06
Windshield,moderate,0.2594,0.5981,0.4764,0.0,3301.5909919540936,0.0,3301.59
Trunk,minor,0.1018,0.9641,0.7313,0.0,1950.9481391083682,3554.879304269862,5505.83
Bumper,moderate,0.2195,0.7256,0.7027,0.0,1584.4813843112547,3718.9919180540655,5303.47
Headlight,minor,0.0722,0.6929,0.6037,11378.398337226938,1148.5167554989187,0.0,12526.92
Bumper,minor,0.0543,0.7761,0.841,0.0,2097.4600006349096,1893.5419577416085,3991.0
Headlight,moderate,0.3075,0.4661,0.5186,0.0,1114.2573230461355,0.0,1114.26
Headlight,moderate,0.3201,0.9021,0.9385,0.0,879.3091937969882,0.0,879.31
Headlight,minor,0.0162,0.7724,0.563,7357.643891889208,645.3291741290299,0.0,8002.97
Light,moderate,0.1246,0.8926,0.9379,8207.825878433216,1474.8683152614149,0.0,9682.69
Light,minor,0.0639,0.466,0.9577,9887.115969591461,1010.3455783971942,0.0,10897.46
Headlight,minor,0.0863,0.7184,0.6032,0.0,932.3636395733533,0.0,932.36
Bumper,minor,0.1011,0.6153,0.5972,0.0,2280.5595194853377,3438.984089176957,5719.54
Trunk,minor,0.0506,0.8264,0.5583,0.0,2001.266087125511,1752.7404589750872,3754.01
Headlight,severe,0.6345,0.8496,0.7352,7756.9744933611055,1618.3303497566503,0.0,9375.3
Door,minor,0.0441,0.6064,0.5733,0.0,3004.104071913759,2942.8304251027134,5946.93
Trunk,minor,0.0944,0.8395,0.7082,0.0,2619.3398867288843,2099.7944525875914,4719.13
Light,moderate,0.3276,0.458,0.7372,0.0,1115.3386666814513,0.0,1115.34
Windshield,severe,0.8058,0.8881,0.8646,9266.686568506659,3709.778882548806,0.0,12976.47
Windshield,minor,0.0437,0.8208,0.7578,0.0,1600.3834542870636,0.0,1600.38
Door,moderate,0.1859,0.5876,0.9624,10014.840204833532,4073.2585650403325,3339.733327112605,17427.83
Windshield,minor,0.0507,0.9258,0.8322,0.0,2004.3000064017442,0.0,2004.3
Light,moderate,0.2032,0.6973,0.6796,5898.6037195526405,1321.7194774567436,0.0,7220.32
Light,moderate,0.2198,0.4589,0.7939,0.0,1400.7439976587234,0.0,1400.74
Fender,moderate,0.2234,0.9647,0.7261,0.0,2508.2877346759756,3385.8433837635544,5894.13
Light,severe,0.4919,0.8111,0.9453,10257.498532447396,909.5446533538553,0.0,11167.04
Hood,severe,0.4857,0.7988,0.4407,12610.755547300181,3221.568537336234,4223.0796790649565,20055.4
Headlight,minor,0.0363,0.5007,0.5843,0.0,836.2267569047394,0.0,836.23
Headlight,moderate,0.2555,0.7868,0.7653,0.0,2067.1821153118804,0.0,2067.18
Door,minor,0.0434,0.9499,0.5375,0.0,3044.3999356872305,2173.0128866887226,5217.41
Hood,minor,0.0473,0.7537,0.5886,0.0,2777.283991660944,2092.161102599788,4869.45
Door,moderate,0.3038,0.6835,0.4768,0.0,4088.2082815906497,3689.40729766573,7777.62
Light,moderate,0.3331,0.5138,0.9443,12293.02939043336,921.083298107294,0.0,13214.11
Headlight,minor,0.0441,0.6844,0.8624,0.0,1302.4072472862815,0.0,1302.41
Fender,minor,0.0785,0.5739,0.4138,0.0,1941.0383099484407,2310.6604592546446,4251.7
Windshield,severe,0.4382,0.4551,0.8976,6546.4156658643205,1828.1340238304754,0.0,8374.55
Door,moderate,0.1605,0.7384,0.5596,13750.359746357237,3019.0692836828275,2714.391258108909,19483.82
Door,moderate,0.194,0.6183,0.5504,0.0,2572.3287683153358,2686.185957351823,5258.51
Trunk,severe,0.6574,0.4772,0.6857,12467.61780836339,3550.3567634784667,7757.451157066541,23775.43
Windshield,moderate,0.4437,0.7401,0.8257,0.0,2578.2161109026706,0.0,2578.22
Headlight,minor,0.0453,0.8195,0.5122,0.0,609.7727503204604,0.0,800.0
Light,severe,0.4059,0.5248,0.7164,4406.525689582188,1152.3801022140622,0.0,5558.91
Fender,minor,0.013,0.9761,0.4906,0.0,1894.9491738441666,1877.9321601093545,3772.88
Headlight,minor,0.0361,0.6802,0.6589,0.0,1256.1757246504917,0.0,1256.18
Fender,minor,0.019,0.7448,0.8521,0.0,2070.5034737486685,2905.60615209275,4976.11
Fender,moderate,0.2304,0.7212,0.4354,0.0,3556.815446639466,4015.596520204669,7572.41
Door,severe,0.3506,0.7549,0.6489,14190.734574072714,4062.358233465931,4791.806521362816,23044.9
Light,minor,0.0492,0.7947,0.5232,0.0,1059.1177954968748,0.0,1059.12
Bumper,severe,0.5443,0.4573,0.4473,9125.812528291717,2499.9072310850215,5136.918364667237,16762.64
Fender,severe,0.8294,0.7638,0.4962,7025.866711817068,4717.853496980724,8352.612357174927,20096.33
Headlight,moderate,0.2405,0.5259,0.8145,4126.75743784932,1369.795547174029,0.0,5496.55
Hood,moderate,0.1,0.9399,0.589,0.0,2902.653955659181,1898.2525898431238,4800.91
Door,moderate,0.3374,0.5,0.8823,13249.698230624721,3607.3219886429315,3719.83262754435,20576.85
Headlight,moderate,0.3183,0.621,0.7215,0.0,947.8089508518156,0.0,947.81
Light,minor,0.0406,0.4951,0.7183,0.0,1429.7978403181842,0.0,1429.8
Light,moderate,0.2064,0.4849,0.917,3658.284825292402,1350.0101760681455,0.0,5008.3
Door,severe,0.3,0.7852,0.4744,10509.700016260802,3549.088350151119,3522.1546802756907,17580.94
Door,minor,0.01,0.8568,0.5784,0.0,3718.50937658646,1754.242926812629,5472.75
Headlight,moderate,0.2971,0.7036,0.7396,0.0,796.7227610097971,0.0,800.0
Hood,moderate,0.3518,0.7273,0.5576,0.0,2417.6786584349825,3732.676459881003,6150.36
Light,minor,0.064,0.837,0.6116,0.0,1461.6760035993404,0.0,1461.68
Door,severe,0.4951,0.9623,0.7643,12820.678981884359,5935.865291688325,5549.951064582678,24306.5
Trunk,moderate,0.3662,0.9637,0.6191,0.0,3519.5387422681015,3798.9016538547285,7318.44
Light,moderate,0.2499,0.4501,0.7561,3988.6677800084617,2177.8744208752305,0.0,6166.54
Windshield,moderate,0.1778,0.9559,0.4878,0.0,2677.549358102292,0.0,2677.55
Fender,minor,0.0201,0.82,0.5247,0.0,1535.8345482227755,2417.4782989904415,3953.31
Headlight,moderate,0.2565,0.492,0.7282,0.0,1174.8954637699535,0.0,1174.9
Light,minor,0.0819,0.7163,0.5164,0.0,1089.336962422053,0.0,1089.34
Light,moderate,0.2668,0.5159,0.9076,0.0,1970.4603509590197,0.0,1970.46
Headlight,minor,0.0963,0.9244,0.4865,0.0,827.0688501447249,0.0,827.07
Hood,severe,0.3631,0.7913,0.621,17075.518437721337,2298.480164858491,4719.035323261785,24093.03
Light,minor,0.0447,0.5557,0.5534,0.0,1291.1025376746263,0.0,1291.1
Fender,moderate,0.1144,0.9577,0.7138,0.0,2855.4094333125176,2963.344522054566,5818.75
Hood,moderate,0.2485,0.6481,0.7627,15839.513556430005,3984.1751135658305,4061.9791129643845,23885.67
Door,minor,0.04,0.7061,0.622,0.0,2668.956472924289,1745.211403472422,4414.17
Headlight,minor,0.0431,0.5102,0.9322,7503.778238908524,941.7392016609987,0.0,8445.52
Headlight,minor,0.0496,0.8963,0.572,0.0,1370.7091575610425,0.0,1370.71
Bumper,severe,0.7177,0.6015,0.79,3960.0814782444554,4523.372689992299,5878.53987537348,14361.99
Headlight,moderate,0.3616,0.6277,0.5027,0.0,1191.2660095760125,0.0,1191.27
Fender,minor,0.0516,0.5601,0.7409,0.0,1935.1462927253358,2018.419469287413,3953.57
Windshield,moderate,0.2991,0.976,0.5396,0.0,2271.1499130897314,0.0,2271.15
Light,severe,0.5884,0.5945,0.8243,9067.62269581165,2233.059088446636,0.0,11300.68
Bumper,severe,0.8638,0.6635,0.7014,8536.22106280536,2585.6550503601275,8025.285663992332,19147.16
Light,minor,0.0885,0.5176,0.6373,0.0,1270.870961130621,0.0,1270.87
Light,minor,0.069,0.7551,0.4936,0.0,1024.8670513399134,0.0,1024.87
Bumper,minor,0.0181,0.6252,0.8319,0.0,1158.5293109297832,2246.030319855313,3404.56
Bumper,moderate,0.1786,0.7676,0.698,0.0,1877.3460890100605,2426.9572163528305,4304.3
Bumper,minor,0.0751,0.4823,0.4179,0.0,1374.1665666803412,2024.225787753459,3398.39
Trunk,moderate,0.2327,0.7559,0.9166,0.0,2877.177630510699,3297.095176023223,6174.27
Fender,moderate,0.2942,0.6811,0.7445,4005.883327230104,3234.1562998510035,2989.3615354124972,10229.4
Windshield,moderate,0.3721,0.5634,0.5643,0.0,1877.936361339292,0.0,1877.94
Hood,minor,0.01,0.8247,0.7843,0.0,1868.5403028327553,1860.7449621204173,3729.29
Headlight,moderate,0.398,0.9163,0.4285,0.0,2005.3241030942052,0.0,2005.32
Light,minor,0.0382,0.9438,0.7598,0.0,661.1905232358243,0.0,800.0
Trunk,moderate,0.1137,0.6586,0.4758,0.0,3163.457132686251,3604.7973363331657,6768.25
Fender,severe,0.8889,0.4536,0.7036,4654.242924494977,4458.116428758229,6003.068902425573,15115.43
Light,moderate,0.1452,0.5469,0.9546,0.0,1621.8580643858706,0.0,1621.86
Headlight,minor,0.0546,0.7393,0.9372,0.0,664.7911174810574,0.0,800.0
Headlight,severe,0.6165,0.7153,0.7745,4477.98034681817,2009.7324573568462,0.0,6487.71
Fender,minor,0.0382,0.9501,0.9053,0.0,2427.9799380988193,1579.2040849947273,4007.18
Trunk,minor,0.0448,0.9127,0.4979,0.0,2772.4349511234586,2291.131172781498,5063.57
Trunk,severe,0.6809,0.9442,0.9416,13154.087877197873,5161.493356184217,6559.524126437939,24875.11
Door,severe,0.7468,0.9198,0.4274,13459.688954778527,4656.844262869955,7425.105684185617,25541.64
Light,minor,0.0385,0.7588,0.9774,0.0,1590.3016822160948,0.0,1590.3
Hood,moderate,0.3022,0.9164,0.6932,0.0,2993.3018504493334,3432.394175174535,6425.7
Windshield,moderate,0.2349,0.6677,0.8742,0.0,2744.9357252240147,0.0,2744.94
Windshield,severe,0.5041,0.6201,0.7457,8332.782348064926,2831.1763155125736,0.0,11163.96
Headlight,severe,0.7671,0.8858,0.8367,10786.613431170086,1250.050801096436,0.0,12036.66
Door,minor,0.01,0.6487,0.7604,0.0,2727.145369607579,1566.8727804959103,4294.02
Hood,minor,0.0585,0.6897,0.8287,0.0,2826.722323275786,1736.428958633337,4563.15
Door,moderate,0.2669,0.9741,0.6803,0.0,4905.768400447429,2676.160023696646,7581.93
Fender,moderate,0.341,0.6227,0.9533,0.0,3983.044301945386,4087.5806061579765,8070.62
Trunk,severe,0.4935,0.5492,0.7222,15759.812911478406,2566.3578968482407,3709.6180819024653,22035.79
Headlight,minor,0.023,0.6298,0.8112,0.0,1361.3710964832085,0.0,1361.37
Fender,minor,0.01,0.4874,0.9275,0.0,2686.7086475400383,1419.725482639762,4106.43
Windshield,minor,0.0472,0.5112,0.8851,0.0,1501.0814951414757,0.0,1501.08
Trunk,severe,0.4064,0.7386,0.4927,16383.569718058343,2860.564780556542,3790.4107720509846,23034.55
Door,moderate,0.2265,0.8704,0.5279,0.0,3010.7578384927087,3490.130468179804,6500.89
Bumper,minor,0.01,0.6579,0.9497,0.0,1782.5891594765603,1662.9953620797833,3445.58
Windshield,moderate,0.2532,0.7856,0.6612,0.0,2358.8879945829467,0.0,2358.89
Bumper,severe,0.7938,0.6387,0.4861,7496.437783069335,4032.932268194751,5593.65828913742,17123.03
Fender,moderate,0.1,0.7288,0.8404,0.0,3202.2879322656418,2776.583145422362,5978.87
Hood,minor,0.0595,0.8125,0.4147,0.0,2322.007449278334,1777.9142319229509,4099.92
Headlight,moderate,0.2951,0.5727,0.8924,3561.962692978283,1052.2166658827498,0.0,4614.18
Trunk,moderate,0.3208,0.7397,0.913,13622.420337628795,3487.517770142491,3575.795190974759,20685.73
Trunk,minor,0.0611,0.7161,0.7382,0.0,1728.1505321551008,2266.86788554435,3995.02
Headlight,severe,0.6911,0.6746,0.5984,5572.765405440418,2220.3639533164796,0.0,7793.13
Hood,moderate,0.2065,0.872,0.8831,0.0,2397.5259581458185,3408.738377925186,5806.26
Trunk,moderate,0.2962,0.4772,0.6331,0.0,4053.0578482570086,4170.964844132648,8224.02
Trunk,minor,0.0191,0.7069,0.4156,0.0,2067.191930790368,1887.7194754374596,3954.91
Hood,minor,0.122,0.7283,0.8102,0.0,3165.7129033502083,3051.6102488116558,6217.32
Trunk,moderate,0.2637,0.5233,0.8281,0.0,2181.208633460569,3178.5569083396576,5359.77
Hood,moderate,0.4589,0.7937,0.4397,0.0,4339.509159495486,5510.87653010806,9850.39
Trunk,minor,0.01,0.6387,0.7946,0.0,2653.7416096990623,1465.8242857684238,4119.57
Headlight,moderate,0.3526,0.472,0.5868,8791.294928887548,1341.3262765345692,0.0,10132.62
Door,moderate,0.2634,0.5037,0.8593,9052.763534206952,4190.952516749335,3420.504131652994,16664.22
Headlight,moderate,0.2741,0.964,0.822,0.0,1015.1037942411034,0.0,1015.1
Fender,minor,0.025,0.5223,0.8222,0.0,1675.9527803691308,1714.1280758884948,3390.08
Windshield,severe,0.6875,0.7458,0.6013,5525.0720957287,2922.5792934898213,0.0,8447.65
Headlight,severe,0.3728,0.4763,0.7616,11269.340491097293,1605.7592966096283,0.0,12875.1
Light,moderate,0.1699,0.6774,0.4434,11133.07210958521,1218.3332572280249,0.0,12351.41
Bumper,moderate,0.3218,0.8311,0.7176,9693.9095505654,2319.579738686669,4293.410499017393,16306.9
Bumper,severe,0.5197,0.6172,0.4618,6631.6426681328885,2093.36699968075,4653.479692654253,13378.49
Hood,minor,0.0556,0.5568,0.5538,0.0,2581.9821088596414,2509.6318694339116,5091.61
Trunk,minor,0.0818,0.5824,0.5991,0.0,2560.512393369724,3060.8126177090276,5621.33
Fender,moderate,0.2763,0.6589,0.8936,0.0,3409.539035333735,3472.2773515848467,6881.82
Hood,minor,0.0375,0.7805,0.4761,0.0,2346.849690610986,3070.62823926894,5417.48
Fender,severe,0.9074,0.9504,0.9774,4375.987267443085,4877.9425389571215,6642.321019092828,15896.25
Windshield,moderate,0.2214,0.6755,0.7279,11187.434217595253,1962.4078610009537,0.0,13149.84
Windshield,minor,0.01,0.686,0.6831,0.0,1094.614832573006,0.0,1094.61
Fender,minor,0.0542,0.5585,0.8628,0.0,2410.6607306828228,2998.473185500587,5409.13
Light,minor,0.01,0.6647,0.5386,0.0,1241.8133807470924,0.0,1241.81
Windshield,moderate,0.1939,0.8508,0.6284,0.0,2573.482801170177,0.0,2573.48
Bumper,minor,0.0258,0.9556,0.902,0.0,1569.4792586039496,1706.3779975143627,3275.86
Light,severe,0.4503,0.7175,0.4043,8717.322621595918,1774.6280340605826,0.0,10491.95
Trunk,minor,0.0512,0.7342,0.8161,0.0,2354.362241624674,2565.985674524381,4920.35
Door,moderate,0.3941,0.7047,0.4399,0.0,4326.703330181953,5490.701258374781,9817.4
Headlight,minor,0.0688,0.6629,0.6916,0.0,613.2875418374813,0.0,800.0
Windshield,severe,0.6569,0.5706,0.4964,6704.324981202363,2437.7441997166165,0.0,9142.07
Hood,minor,0.01,0.5161,0.9576,0.0,2120.311636519996,1923.8842747686472,4044.2
Light,minor,0.0349,0.677,0.4157,3175.9834203277605,1304.2805723141907,0.0,4480.26
Hood,moderate,0.2752,0.8662,0.6827,0.0,3879.4077274913384,3719.1070668935395,7598.51
Hood,severe,0.4661,0.7573,0.5639,0.0,4319.8426048685205,3656.2928316454604,7976.14
Windshield,severe,0.7032,0.4894,0.4669,7525.5066885155165,2701.0987130906565,0.0,10226.61
Fender,minor,0.0992,0.8797,0.9501,0.0,2698.6674212080857,2156.467795441548,4855.14
Headlight,moderate,0.309,0.563,0.903,0.0,1594.031950077268,0.0,1594.03
Light,moderate,0.2647,0.7141,0.7499,0.0,1099.4848382640482,0.0,1099.48
Bumper,minor,0.0407,0.9247,0.4168,0.0,1490.5728231570693,2125.563486627692,3616.14
Bumper,moderate,0.1899,0.5689,0.6926,0.0,2504.32994922334,2588.729308714771,5093.06
Headlight,minor,0.0358,0.9124,0.5416,0.0,688.7506980335921,0.0,800.0
Trunk,moderate,0.203,0.5793,0.9607,0.0,2188.73548530352,3613.0621175526135,5801.8
Door,moderate,0.4459,0.5134,0.5336,0.0,4609.675714443077,3519.7450152282245,8129.42
Headlight,minor,0.0543,0.5519,0.5795,0.0,813.5750943797073,0.0,813.58
Hood,moderate,0.2622,0.7129,0.4045,0.0,3328.58929883234,2556.887507827662,5885.48
Fender,moderate,0.4017,0.5653,0.4776,0.0,4695.389174074451,3320.9175696555603,8016.31
Fender,minor,0.0491,0.853,0.819,0.0,3050.0842051633344,1656.8519443917653,4706.94
Bumper,minor,0.027,0.4861,0.5838,0.0,2533.6088148649155,2379.0613958965323,4912.67
Headlight,minor,0.0243,0.7869,0.9759,0.0,1001.1251018110958,0.0,1001.13
Windshield,moderate,0.2358,0.6866,0.8217,10467.775025173272,2413.2285673442993,0.0,12881.0
Hood,severe,0.771,0.8328,0.501,11862.354482213566,4142.767597979192,6906.005301478616,22911.13
Fender,moderate,0.4999,0.7172,0.5872,0.0,3082.250196915949,4345.486168739126,7427.74
Fender,moderate,0.1,0.7831,0.6544,0.0,2101.2825830078996,3198.344959798373,5299.63
Bumper,severe,0.6723,0.6806,0.5697,7144.767058643932,3401.0321092249355,5095.689646222618,15641.49
Fender,minor,0.0416,0.6809,0.4749,0.0,2145.1318172179963,2837.517535733995,4982.65
Hood,moderate,0.2302,0.9498,0.754,10104.97824296591,2072.6420716836046,2834.5549721747852,15012.18
Headlight,moderate,0.5,0.8682,0.7497,0.0,1191.3987833340716,0.0,1191.4
Door,minor,0.058,0.8856,0.7749,0.0,4036.9201723663296,2400.1406586469866,6437.06
Bumper,moderate,0.1,0.7641,0.8785,0.0,1685.4008844811412,1838.3807976089586,3523.78
Bumper,moderate,0.2765,0.9655,0.6088,0.0,2579.6577179573283,2738.935751379937,5318.59
Fender,moderate,0.3073,0.4563,0.481,0.0,2669.541251320709,2979.2188187357306,5648.76
Headlight,severe,0.7092,0.6733,0.8865,7592.088992112168,1136.8486301598662,0.0,8728.94
Door,minor,0.1079,0.771,0.7665,0.0,3659.3600995048846,2029.8522159175006,5689.21
Windshield,moderate,0.1895,0.4802,0.7409,9654.500802894323,1953.0707567244592,0.0,11607.57
Trunk,minor,0.0204,0.6836,0.551,0.0,2772.0634221738965,2246.325280336886,5018.39
Hood,moderate,0.2564,0.8084,0.898,0.0,2209.6794424641907,2792.3418150077887,5002.02
Bumper,minor,0.01,0.8789,0.7902,0.0,1222.9064346260557,2495.6576084272297,3718.56
Hood,severe,0.6263,0.8275,0.502,13712.317174987924,3993.986914218776,6132.565881846593,23838.87
Light,moderate,0.2477,0.5843,0.9191,10631.181130577515,2047.465118062295,0.0,12678.65
Headlight,moderate,0.1867,0.9716,0.5695,0.0,991.8057315900628,0.0,991.81
Headlight,severe,0.3502,0.7392,0.7967,4878.458968369867,1806.0162507829084,0.0,6684.48
Trunk,moderate,0.2208,0.8717,0.482,10686.859234197249,2223.689737635937,2566.828504290999,15477.38
Light,moderate,0.3223,0.6439,0.533,0.0,939.7033381880032,0.0,939.7
Hood,moderate,0.2997,0.8912,0.9751,0.0,2837.6131731393175,3816.824996353446,6654.44
Windshield,minor,0.0496,0.5685,0.8971,0.0,1217.1912178227042,0.0,1217.19
Fender,minor,0.0436,0.9486,0.5014,0.0,2508.942794876457,2404.131591075484,4913.07
